gmap_id,nombre_restaurant,id_estado,valoracion_promedio
0x88f8a30edaa2e38f:0x2131fa2dbf4c63e7,Garibaldi Mexican Restaurant,SC,3.8
0x89c9db0e1ab2e861:0x3a7a15b95c28a15a,Aloha Krab,MD,3.7
0x89b2d9845bb2f31f:0x4f21e49834ea546,Main Street Sports Bar & Grill,VA,4.6
0x88e88f8970d2dc51:0x8cfc13379b66992c,Popeyes Louisiana Kitchen,FL,2.6
0x88db1e3dab40b1bd:0xcc9aa1587200cbed,Pate's Island Club,FL,4.7
0x890040fa3d400da1:0x779430c2f932b484,Far Rockaway Fresh Seafood and Pasta House,SC,4.4
0x89ac5e466d37d707:0xf2cd3471a53148e3,Fitzgerald's Seafood TL,NC,3.2
0x89c806755e573a9f:0x51f7dab23cb7019b,Sully's Seafood Inc,MD,3.9
0x89ba965ccda6d07b:0xddc48e816f4c2065,(food Truck) Prime 757: Craft Meat and Seafood,VA,4.9
0x88f279e48f5e135d:0xffcae4b568b33fc9,Fish Fillet,GA,4.0
0x88d9a0aeab2192dd:0xd4fd9be3c8466d93,Mallardi's Tuscan Grill,FL,4.1
0x88f2ba6d6012bef3:0x7979be502cc57e56,Patterson's Restaurant,GA,4.7
0x88f5047bd18c5437:0x1d9e44d347968209,BLT Steak,GA,3.5
0x88f44bdd6444e171:0xe110b5db48864596,Juicy Crawfish - Conyers,GA,4.0
0x88dd47767dc1cb8b:0xf79801687a9f61b,Long John Silver's,FL,3.0
0x88f12005ae51b155:0x1fea7de73a2b5952,Louvenia's Seafood Market LLC,GA,4.4
0x88de5da6f3276557:0x4536c6a8dc3e48fb,Chill & Grill Fresh Seafood & In House Smoked Meats,FL,4.4
0x88c2e29be31763cd:0x73c6c5cf544793ca,Fish Bar and Grille,FL,4.3
0x88d9b77a06a97169:0x4c9c6bd2842fd82b,MKT Kitchen,FL,4.6
0x88d9ab9fefd1b0a7:0x1d9bc427c8ba6dc3,Argentango Grill,FL,2.1
0x88fc7719675bd56f:0x87a878e91e33668d,Chart House - CLOSED,SC,3.4
0x88e77ac38abf788d:0x1005b9142f425572,Davi Cajun Seafood,FL,4.5
0x88f5b871a8315b37:0x9bec7ddcda6da295,American Tavern,GA,4.2
0x89b7c8971eb8fcdb:0x5dbb2400b6672e8b,Blair Mansion Restaurant,MD,3.3
0x88f5bf2e56231761:0x20aa9ed23bf069f3,I Crab,GA,4.7
0x88fa60e7365683ff:0x993cbddb7f98cb8c,Ocean Galley Seafood & Steaks Express of Claxton,GA,4.0
0x88fe7a6baecc1b11:0xd95601a49a5e8bb3,Fish,SC,3.9
0x88f8bb1410676aab:0x2dfb7951a760ff76,Crafty Crab,SC,3.8
0x89c7e3e2d730f259:0x744d812e45301c16,Crabby J Seafood Markerts,MD,3.5
0x88d9c74acb1b8429:0x34c1dcec8db10ebb,Restaurant,FL,3.1
0x8890bf47a6991f75:0x84d1cdec7288a3d7,Asian Seafood,FL,4.2
0x88d9020de08de05d:0xe3f1c85698481dfa,BOHO World Cuisine and Entertainment,FL,4.8
0x89b117f70efa093b:0xd576a2d6b48edced,Red Harbor Seafood N' Chicken,VA,4.6
0x8900aba7b510888d:0xa6aed63f750c3128,Horrizons,NC,4.5
0x8856c9254902ee11:0xfee22c706486055,Popeyes Louisiana Kitchen,NC,3.2
0x88c2f31f4efe6f51:0xeeab526e30daf283,shell shack,FL,4.1
0x88dd842694b5809d:0x9b1a71174262c2b5,Casa Del Mar Cevicheria Ecuatoriana,FL,4.1
0x88e6c061454891f9:0x4261afe4f6214e39,Crab Island Flagler,FL,4.7
0x88d9019faf7c1253:0x3dd08333301cdff1,13 | EVEN,FL,4.8
0x88c2e5c351d6a07f:0xf1f07247efd430ad,OCC Road House & Museum,FL,4.4
0x88c2f98069e1ef09:0x7545841131bae297,RickDaddy's Eatin' Fresh,FL,4.8
0x88e6c0648b1368a1:0x7d15df2c3b303e25,Fisherman's Net,FL,3.6
0x89b5ac74feac02bb:0xca2b97ed6d370e2d,Captain Billy's Seafood,VA,4.7
0x88fe716d5c8d67db:0x11514c8501af09f5,Sawyer's On The Boulevard,SC,3.7
0x88dae232ba6cc6ff:0xaf234870ea8f3759,Capt Marcos Cuban Seafood and More,FL,4.0
0x88c33986c59ed423:0xda48455b992750db,Riviera Mediterranean Grille,FL,4.3
0x89c86f33f18901f3:0x3c29614f77b27b72,Freeland Crab and Seafood,MD,4.7
0x88fa61d86cb143cd:0xe1e3e056e1a953a8,Popeyes Louisiana Kitchen,GA,2.3
0x88d8d5027284d0c3:0x74e760edbdda8659,The Badie Seafood and Grill,FL,3.9
0x89b492b0bc02abb3:0x132209587b38c9ad,Captain Crab,VA,3.9
0x88def17279d3915f:0xffafc00c71a221d4,Fish Bone Collection ® Apparel,FL,5.0
0x89c7e658ec7b18b3:0x4bdc76071a47ebef,Drew's Crab Shack,MD,4.4
0x88c2c5e1d68d2d6f:0x1b2345c1c0bb7958,Gassetts Gyro & Seafood,FL,3.6
0x88f9ce3f65893b1d:0xd22e6c95c8e27649,Guang Hua Chinese Restaurant,GA,3.3
0x88e779dda499714f:0xb1bb41bd95fda834,Orlando Fried Chicken,FL,4.4
0x8852b3605ae9f0c7:0x117304c68416409c,Seafood & More,VA,4.3
0x88ecf5ada79d123f:0x611fb8fc8ef93e1c,Masala Tandoor - Indo American Cuisine,FL,4.5
0x88e5b4ecbed69bb1:0xbab563a18183c39,Carrabba's Italian Grill,FL,4.1
0x88c2cdcc7aa50869:0xfc3f8d09db048763,The Seafood Dive,FL,4.3
0x88f6c7e93f1c7fd3:0x20465a9b21208ace,Momma Shay's Kitchen,GA,3.9
0x88e6654484a0a57d:0x8654d158a7c8b18c,Captain D's,FL,4.3
0x88d739ca5b8bce1d:0x72b8ef36fca37665,Islas Moradas,FL,4.7
0x890069bff3b91dbd:0x63701c47812b594d,Big Daddy's Roadhouse Grill,SC,3.3
0x89b7e32bcdbcdfd9:0x80f9706558980ff6,Crafty Crab Hanover,MD,3.4
0x88fb89308a66823b:0xcc09f4d25833a306,Underground Burritos,SC,3.9
0x89b35d9a88d97d79:0x78681b28056f1521,Old School House Restaurant,VA,2.8
0x88c34166fe2bc94d:0x9bdf23fb3c4ff855,Reef Cakes,FL,4.9
0x88f5232ba2db86ef:0xb876e33a015bfe3f,Seafood restaurant,GA,5.0
0x89b13dbf9179777b:0xe3c75100e7654d2b,Perfect Pollo,VA,4.7
0x88915bfa5831d93b:0xeb33ff4986947e65,SunQuest Cruises SOLARIS Dining and Entertainment Yacht,FL,3.9
0x88c2c3766efd92a3:0xdd6f1670e0827377,The Sea,FL,3.9
0x88fb7793e82dffa7:0x1029544cfaa39e1d,Jazzy's Kitchen and Catering LLC,GA,5.0
0x88e77ba18a424ed1:0xf17ed7cb2ee032bb,Notcho Momma's Food,FL,4.1
0x88ece871d06b6e7b:0x62b8d0b8cc764663,West End Grille,FL,4.1
0x88fe6f60a0d01653:0x87f0338beb494190,The Kingstide,SC,4.6
0x88fe6ff13de843eb:0x189a4bcb13484469,The Islander,SC,4.0
0x88ff9a91e93f6cd1:0x194570239030e374,Turbeville Seafood Market And Restaurant,SC,4.5
0x88d9a66dfcc49c81:0xcd2529222f34142e,Brawy Seafood,FL,3.0
0x88531cf57b67cdcd:0x7b93dea476688bf7,Carrabba's Italian Grill,NC,4.0
0x88db34e86aaaaaab:0x7e9b19fdc3fceae,Over the Waterfront,FL,4.5
0x89b8d41933e89ff7:0xe3320602b14833a9,Reef 118 Oceanfront Restaurant,MD,4.4
0x89c81ccf53f4084b:0x69f15804f4f71e41,No 1 Taste III,MD,3.6
0x89b1112741efcfad:0xb41fe7da8a024784,Chicken Shack,VA,4.3
0x88d909e302dc3c0f:0xb6dfefa92d7d67d6,Yami Crab & Bar,FL,4.3
0x88d91e7bcdb33c35:0xfe11273eabac781,Legal Sea Foods,FL,3.6
0x89003f561a6b2e5f:0x61f9eee27ccac263,Heart & Soul Seafood Cafe,SC,4.4
0x88e76e398b6fffff:0xf7448e8455dd4a1a,"Pier 36 Fish Camp, Seafood,Oyster, Tapas,Bar & Grill",FL,3.9
0x89c992ac66ec7287:0x6ba7abfb8c437e81,Woodpoint Seafood Grille,MD,4.8
0x88e449dab96a3a45:0x1ce10aab18d3c00d,Stonewood Grill & Tavern,FL,4.7
0x885319cbcf4a720b:0xc588de36626db026,Cajun Seafood & Grill,NC,4.1
0x88d9b8253215cb3b:0xf5b65c1df710207f,Fish Market & Restaurant,FL,4.5
0x89c843cfc675416d:0x46cc18f560ead3eb,Vince's Crabhouse of Manchester,MD,4.1
0x89b83c770d36bf23:0x8a36aff7d99010a6,Harrison's Eastern Shore,MD,4.2
0x89b642cece0137f7:0xb5f1e3e7e043b1c4,Red Hot & Blue,VA,3.7
0x89b791cd38fbe303:0x9d8933d3f7a3feab,Marshall's,MD,4.9
0x88d9c19b172c8b6b:0xce2f31b1e5f765fb,Crafty Crab - Sunset,FL,4.6
0x8856a3ac0685390b:0xac900e1a57942828,Monae's Caf'e,NC,4.4
0x89b7b136a6c49121:0x8e76b87a5b57a8de,Riverside Taco Company,VA,4.3
0x88ecf59175787047:0x85b612c471b909ef,Barnacle Bill's,FL,3.4
0x88ec5f3250585fb1:0x5f6f613d1fe01a20,Calico Jack's,FL,3.2
0x88ece8706de43d95:0xbbf77862e8980dfc,Downunder Crab Shack LLC,FL,3.2
0x88f5bd69e8256e31:0x425c9ca7a2250bec,Ceviche Co. Xpress,GA,5.0
0x88d9ad66d5c8e225:0x43f09779f58d73ef,Artisan Beach House,FL,4.2
0x88569fe996fa9bd7:0x1c6337037bf05541,Primo Prime,NC,4.5
0x89c799f9cfbed9a3:0x5b009b1e796240ec,Signals Caribbean Grille,MD,4.1
0x88f5b288efe0cb27:0x64dcafc980fe7a19,Marlin & Ray's,GA,3.9
0x88f541b85c9b7f0d:0x8f86ae22eb694089,Popeyes Louisiana Kitchen,GA,2.0
0x89a52ed0bcc4b785:0x7855b8d36c3f5e2f,Route 12 Steak & Seafood,NC,3.5
0x8858f4e115347a91:0xe73f31f8999539c9,Ram Cat Social House,SC,4.4
0x88dd9c8fe5c25f39:0x1fc6bd1f340ed078,The Grille at Bellalago,FL,4.2
0x88d9b747b4445ead:0x8d7357cb9999d4de,Boss Cow Oyster Bar,FL,4.8
0x89b9278d59b5a7df:0x5c51e4cb79fd6ddd,Elliott’s Seafood,MD,4.9
0x88847e29c27fd8f3:0x9816712960e03b1f,A & T's Breakfast Café,GA,4.2
0x88f5b9a3d314c7e5:0x762b5db5e6b2a997,Q's Seafood,GA,3.7
0x88ff6620bde7e2bb:0xd42d0961de311d47,KayDeAeis,SC,4.1
0x89ace380676a0447:0x1c76cee43d14156a,R&B Seafood Box,NC,3.8
0x88e5b510280178e5:0xed333707709151e6,Malula wings seafood subs salad,FL,4.6
0x88db399a9ef876d9:0xd5f0e61569dee7d,Bluwave Lobster House,FL,4.6
0x89a9f8f06323ffff:0xd386c94abad4178d,The Squeeze Steak and Seafood,NC,3.8
0x89c8032b35aba6e3:0x55e75247ee59e0ae,PokeOno,MD,4.8
0x89b903779bea99a9:0xe5d3d5890678b0a0,A Salt Shack,MD,4.3
0x88f66cbede149b81:0xaa7abd4290878e24,Lighthouse Seafood,GA,4.1
0x88e5b03a643f8eef:0x98d0e1bd1841d03e,The original Tunis seafood & chicken,FL,3.9
0x89b7f7ad2d2c9be5:0x6ceafb906896d42b,Popeyes Louisiana Kitchen,MD,3.0
0x88f5058f4afda987:0x7a206029a71a76bf,Coast Seafood & Raw Bar,GA,4.3
0x88c2e3c0514fd137:0x472fc6e9a0198bbb,A&M SEAFOOD AND MORE,FL,5.0
0x8890c5323b8b895d:0xf14ae5a0d07b1b44,Jelly's Beach Barbecue - BBQ,FL,3.9
0x89c8077ca87d063b:0x5056c8086bb4b1de,Soul Delishaus,MD,3.9
0x884d9574d0bc83dd:0xa63dad025c79a6e7,Social House,VA,3.6
0x88f836617004a93b:0x70612e6a59496a16,Bernice's Best Fish And Foods,SC,4.3
0x88d929792cd91ed5:0x66b418b2978c1bb8,Okeechobee Prime Seafood,FL,4.4
0x89b7cf1de0cb1abd:0xae071b39d95756aa,Popeyes Louisiana Kitchen,MD,3.2
0x88ec85cd859cae37:0x10f1781de8d714ae,B&B seafood,FL,3.2
0x88d8df2617ce208b:0xb9cdf06da7ffab96,Jamerican Cuisine,FL,4.3
0x88d901fc0a22b5c9:0x40ed8b776d11df2c,Chart House - CLOSED,FL,3.7
0x88e77171a6e55555:0x9c4ed2d66624865a,Something Fishy - Altamonte Springs,FL,4.6
0x89c8035fbb8b61d3:0x4eb440f063d9dfd8,Pappas Sports Bar Inner Harbor,MD,3.3
0x89b6454cf7ffe4d7:0x1655901957b7a4be,Bourbon Boulevard Chantilly,VA,3.8
0x88d8e21ce973d9fb:0x531eb8d51a945052,Truluck's,FL,4.3
0x88c2e2223be84d77:0xe15c164c11bbb045,The Fantastic Crab Shack,FL,4.6
0x890086aaafcfe5e5:0x8b8a350851ce6ad4,Coleman's Original Calabash,NC,3.4
0x8893e3a42ab1b64f:0xab3f5dcf271ba26c,Marie's Bistro,FL,4.3
0x88e78e83a53f9c31:0xf1b9088a9c968e69,Rusty Fox,FL,2.9
0x89b73d821b61f275:0xfd633f209492cc57,SeaSide Thai and French Restaurant,VA,4.7
0x89aeb5f0759986ed:0xd0f82647469ea4fa,Ocean Bay Seafood,NC,3.2
0x888cd311f3c118ed:0x5fd78bf8114568bb,Super Yum Crab Shack (Columbus),GA,4.6
0x88f515560bea2897:0x48396f45fe53e578,Cousins Maine Lobster,GA,3.8
0x88fe7a0c5c9eca0b:0x165269e8ae6ac641,Balao - Fresh Seafood & Cocktail Bar,SC,4.5
0x88d8d5d3741a778d:0xc89bfcd1c6852e34,Sports Page Bar & Grill,FL,4.0
0x8893dd642882119b:0x6e78f6f0eb1e6acd,The Oar House and Oyster Bar,FL,4.7
0x88d9ace0ae09045d:0x119e844b3b970b8b,Poseidon Sushi And Seafood Restaurant,FL,4.6
0x88c2c34c0829a25d:0xd2426563688a3dea,The Colonnade Restaurant,FL,3.7
0x89b7d33ccbbd9261:0x1216f9e9d56ccf3c,Jazzy's Seafood,MD,4.4
0x88fb199d3d3373a5:0xe398252e29cc9713,Holton's Seafood Restaurant,GA,3.9
0x88d9b4919310d553:0x46d2d3e4c19b829f,La Marea,FL,4.5
0x88fc0ccf3c3afce7:0xc4e8db484b227bd4,1635 On The Avenue,SC,4.5
0x88db3bee24ad05c5:0x8c372e85ba6e9776,Bongo's Bar and Grill,FL,4.1
0x88f02b93831c1a99:0xa7d58e331ff6cbf9,Lil Mike's Catering and Family Restaurant,GA,4.5
0x88f51199f7a46751:0x14c79a8f481d534,Benzino's Crab Trap,GA,2.8
0x88e845efdf76c9dd:0x7bc4c5e3ae845d76,Brooks Dockside Seafood,FL,5.0
0x89a91069fade3e51:0x3021d257cd7c508e,Seafood Carry-Out,NC,4.1
0x88938eceb48366b3:0x2fcf32aa49b607a4,Bonefish Grill,FL,4.7
0x88f59f554a7ea097:0x734675061dc25b4b,S&W Seafood,GA,4.1
0x88e7707a5065ec53:0x2254b4b5aca88181,Lombardi's Seafood Café,FL,4.4
0x8900635edf717e7b:0xdaeb6e738ec369ac,Four Seasons Restaurant,SC,4.7
0x88c2c054886eb971:0x2b4daac055b79bb5,Happy Crab,FL,3.5
0x88ec5f24909b899f:0xc57a68f19a03bff6,Cody's Original Roadhouse,FL,3.1
0x88c2f731212d8a61:0xf901496851955498,Island Grille,FL,4.8
0x88dd344f1eb344e7:0x8d683ae6efcbbec,The Captain Ship Seafood Market and Eatery,FL,4.6
0x88de1ceb2058d387:0x2fa2b37d06aaaf30,Cape Codder,FL,4.7
0x88f457790067a767:0x9548d563fb258b62,Ameen fish and wings,GA,4.0
0x89b655f1b59bfe77:0xaaf5dd7f8e8bc001,R & B Chicken and Seafood,VA,3.2
0x885689be85429587:0x8f1d18b621aebcfb,Popeyes Louisiana Kitchen,SC,2.4
0x88f3ff2f49ee02c9:0x541df2c4e649b5b7,Zeafood Time,GA,3.6
0x88f4e73a434769a9:0x89bedddb5a515d95,The Golden Bite,GA,4.3
0x88dedd5d7656e3ad:0xc23900e3abe050a6,Spoto's Oyster Bar - Stuart,FL,3.9
0x89c8342ee4152537:0x4d3b18ee785c0ea2,Myers Seafood and Market,MD,4.2
0x89c7e9aa5e4128bf:0x750f6775fe5bc5e0,Crab Du Jour Xpress,MD,4.2
0x89c80f7d373aaaab:0x524d3c983780fdd,COLIN'S SEAFOOD AND GRILL,MD,5.0
0x8854b1ad3ec3f4ad:0x968ecbbbe9884a31,Starfish Restaurant & Bar,NC,4.7
0x88d8e2609f8446ef:0xfd29dce3da8a14ef,Chanson Restaurant,FL,4.3
0x89b75f0fbbaddab7:0x9f4449d5bb1b193b,Captain Pat’s Seafood,MD,4.6
0x88c2f747e970185b:0x7bfa3cd60ffe2856,Edge Hotel Clearwater Beach,FL,4.9
0x88e60f316393ec6d:0x1dea41c4c6963e90,Cedar River Seafood,FL,4.3
0x88e5b598b0edffff:0x5979d1b6ef31a8a7,145F SEAFOOD BOIL,FL,3.8
0x89c819fb742bd16f:0xc43266b4abc19400,Not Just Crab,MD,4.0
0x88d9b147a83dffe3:0x35de37369f0770a1,Tightwork Soul & Seafood Grill,FL,4.5
0x88dd136cf9fdebf1:0xb132210b99cd7345,The Crab House International Winter Haven,FL,4.3
0x88d9b0f0aae3111b:0x4d7e119a8f4452a4,Golden China Buffet,FL,3.1
0x88e449106e988b39:0x4934a2cd317480e6,spicy & juicy crawfish,FL,4.7
0x88c33d93e81c6135:0xc35f09a33d24e59a,Polo Crab House LLC,FL,4.2
0x88e5c761575fecef:0xb6a1f9dfc4bc8895,Ice Crab House,FL,4.8
0x885802f709055555:0x543bf3f8c801cd82,Catfish Feastival,SC,4.7
0x88daee5c01c3a1cb:0x404bc6e3ef7b690,Ario,FL,3.9
0x88f589da1824fd6d:0xbf153649997d4d63,Buckhead Grill,GA,3.8
0x88f5a9129f38ce4b:0x6deda31b9ced4b0f,Popeyes Louisiana Kitchen,GA,3.1
0x89a98caebedbd737:0x6ca60e6db15f0cc9,Shuckers Oyster Bar & Grill,NC,4.0
0x88db411a155462af:0x56235ce50e1a30fc,The Twisted Crab Edison -Seafood&Bar,FL,3.7
0x89b6f88e2b3fea1d:0x5088236704964cb4,Vernon & Steve Crabs,VA,4.8
0x88ec5f8f0775c7f1:0x18a7d9390bae99a0,Drop Anchor Grill,FL,3.9
0x88e77f0a1eb07ee9:0xaadb1c5387bd2f7a,Stefano's Italian Grill,FL,4.7
0x88f5ad75025404c5:0x40fa4d470fe35774,Prime Time Chicken n Fish,GA,3.0
0x89b719808e5b757b:0xba6075016a237eff,Steamers Island Grill & Bar,VA,3.4
0x89b7ad1c0273a315:0x60bae67e17434f8c,"Red Hot & Blue - Kingstowne, VA",VA,3.3
0x8853ade16560d3b1:0xfd442ac104ae5eb0,Red Hot & Blue - Winston-Salem,NC,3.3
0x89b7a156152f149b:0x4a4268f610ccb721,Rock & Toss Crab House - Waldorf,MD,4.4
0x8890c6f0d5654e79:0x2685dce24293548c,The Fishing Hole,FL,4.2
0x89ba980bbc5ec4a9:0xb7002553d5a0363e,Joe's Crab Shack,VA,3.2
0x89b901811bbcfd2f:0x9dbce6f9819cc32c,2 J's BBQ & Seafood,MD,4.4
0x88c33fb8f770ffff:0x80ed9325a1a15f19,Kutty's Restaurant,FL,4.6
0x88de01e25bf7991d:0x53f0958152456f1d,Caribbean Cove Restaurant & Lounge,FL,4.3
0x88541fd6acf54add:0x514c88b53759426b,Fish & Chicken Corner,NC,4.2
0x88c341b031c37c81:0xf9b9895b4ed5682,I N K A N T O Authentic Peruvian Cuisine,FL,4.0
0x88f5a9aa6ae9331f:0x640c5a06c9e39d94,Majestics BBQ & Seafood,GA,4.4
0x88d0cd4dd99a3b1b:0xa678aac19e8992b,Acquapazza Ristorante,FL,4.3
0x88f4fa3f4fe6148d:0xf25ec97fb7b8cdcf,Chicken and Seafood Mart,GA,4.0
0x89c81baef45ade0d:0x8e7b0f1135bfac1,New York Fried Chicken,MD,3.9
0x88e455c8b8a36f2b:0xec548799c27c034a,Coast,FL,4.2
0x89baebcae95d1d07:0x4f053bb6df55336,Otani Japanese Steakhouse now Kuktop Grill,VA,3.6
0x89a570c109d37979:0x2bc2203b0b7b9dbf,Full Circle Crab Company,NC,4.9
0x89ba83a02e94057d:0xc817cbdf14f7cc5,Seafood Kitchen,VA,3.9
0x89c9ed551da99da7:0x1fb83a0553f44cb7,CALIFORNIAS TEX MEX,MD,4.8
0x88d8d7800bde2e2f:0x40dcf85b1ad210c9,L&E Fine Cooking,FL,4.5
0x88d9b1f7c8c7c659:0x4ace3fdf7005c2ab,Suki's Seafood & Grill,FL,4.5
0x88f5a358d500d79d:0x4b15755224a8aa1f,Four Guys Ố́c Lẩu Quán Atlanta,GA,3.5
0x88e5c7710a8c44b7:0x79f337fe201bf713,Londons Seafood Place,FL,4.2
0x890069ae7ae5c133:0xc9b56a818d9f4bf,Liberty Seafood Buffet,SC,3.3
0x89ab02fd8ef8fc1b:0x1cb2e27527635f36,Log Cabin Restaurant,NC,4.7
0x88d903f0093dd03f:0x3e003aed3f263d56,Thai Moon by the Sea,FL,4.4
0x88e0a8f0bbad8581:0x14a508e8fe4580e6,Harbortown Marina - Canaveral,FL,4.6
0x89ab6b9805780779:0xcc24f4dc35af7a3b,Marley's Café & Lounge,NC,4.8
0x88c2f72b64eff7eb:0xd3700bb105edcbb2,The Lobster Pot Bistro,FL,1.8
0x89a958fee83efed9:0x3d5401ac757fc610,Johnny's Seafood,NC,4.7
0x89b7e3e3cef72153:0xc4646d80bb0c5164,Cameron's Mobile Seafood - Arundel Mills,MD,4.1
0x88da5c61ce82c10b:0x8daff96e00e6bfe2,Everglades Seafood Depot,FL,2.8
0x89b7bf93648d353b:0x679f84386a509698,Long John Silver's,MD,1.9
0x88d0d1348b405f27:0x3b8d4464854d87da,Oasis Cay,FL,5.0
0x88c341197b1ec465:0x7cbd1a42ef62558,SEABAR Modern Pacific Fare,FL,4.7
0x89b70d0270a0b5d1:0x2f190e1614cddc9,Farrell's Seafood,MD,3.7
0x88f59f17316d98ff:0x98e7d3e1eee37613,Louisiana Crab Shack Alpharetta,GA,4.5
0x88d9a9a177ed2ed5:0xf2ef1dabdae09304,First Crazy Fish,FL,5.0
0x88d9c146054ecf55:0x93d1e54f38bb5374,Ceviche Bowl,FL,4.8
0x89b4771350a29f09:0x9c5b71cf47c2ce36,Skrimp Shack,VA,4.2
0x89a9a6388d91748d:0x40f8e0f769f3a5ca,Inlet 790 Grill & Bar,NC,4.1
0x89b7f6cfaa6d63e5:0x15477bf938298860,Bonefish Grill,MD,3.8
0x88d9ad58be954c2d:0x7b1391cc97419585,Saka Mori Japanese Fusion,FL,5.0
0x8890df0cf26a99e5:0xb134621194677cb7,Creekside Southern Grill Seafood Restaurant & Steakhouse,FL,4.2
0x88c317e60796f9f1:0x1e7211ce04af53eb,Kevin's Crab Shack,FL,4.1
0x89b00ee325f4c6af:0x4fea688efff6907f,Long John Silver's,VA,3.2
0x88dd81ca7790213b:0xe2fde60b067b030c,La Finca Mexican Grill,FL,3.3
0x88f9cd8555ad589b:0xa0d10e6f7bbf4ee6,Calvert's Restaurant,GA,4.5
0x88e5c51d09fad029:0xa9cb0616dd567d12,Escobar's Mexican Restaurant,FL,4.7
0x889399320a120931:0x2954a2b42486a6a3,Sandhills Seafood,FL,4.4
0x88f5ef9d7eca4941:0xd9c6750f0143f078,Popeyes Louisiana Kitchen,GA,1.9
0x8858c71980e65ab3:0xd0e48e7371b4448f,The frozen palm tree,GA,4.9
0x88e44acd4d87763d:0x3d4430ffed86ca7c,Gene's Seafood Restaurant,FL,3.8
0x88e77850e0bdb251:0x4d367217c5112cf8,Red Lobster,FL,4.0
0x89bac009c5f8e069:0xbebc187e71e2635d,Captain D's,VA,3.1
0x885f7dbadd61de17:0x172d71a36a693f54,Kajun Seafood,GA,4.6
0x88fe7151131ff4c7:0xe66f5466c208a053,Mex 1 Coastal Cantina,SC,4.5
0x88dae1e7902caf27:0x515c8ae6571aec6,Red Lobster,FL,3.9
0x89b077e200b8d757:0xa34408610ee94f40,Crab Shack on the James,VA,4.0
0x88f8bd0ef8b6fa65:0x83978f789c9188b8,Crab Man Seafood,SC,4.2
0x88c2f6d18d074e75:0x92851229c38ee622,Caretta on the Gulf,FL,4.3
0x8891414e0a4a1543:0x93deb4bb8994ec87,Poppy's The Crazy Lobster Bar & Grill,FL,3.7
0x88f505f3e5058edf:0xed8139ad58467e97,Ocean Prime,GA,4.6
0x88db3c72e56345ad:0xa0d972aea6d6de5b,Caribbean Flair International Grill restaurant,FL,4.4
0x88513438ab891da5:0x9cad658804608971,Dixie's Fish & Chicken,NC,4.4
0x89b655ee3c41955d:0xb35ac21b78c925d0,K2 Restaurant and Lounge,VA,3.7
0x89c80df9ef29ffb3:0x7eab69968548e1e2,The Corner Stable,MD,4.4
0x89c824d396b8fd6b:0x4bfcdbeb92f5de25,Salerno's Restaurant & Catering,MD,4.4
0x88f66d9c5322805f:0xd8235a3cbd97e6d5,Chuck's Fish Athens,GA,4.5
0x89b7b3fcab424e3b:0x3e3a322411dadba8,Popeyes Louisiana Kitchen,VA,3.7
0x89baa04d329b3027:0xaa43a8a533700685,Red Lobster,VA,4.0
0x89ba9f7bb942b63f:0x872c794d02fe58b1,Anchor Seafood Grill & Oyster Bar,VA,3.7
0x88f3fe7b6ecf549d:0xc18da7f6979704e1,Parish On Cherry,GA,4.3
0x89b7b6f5b1ee2249:0x7a0fa97db30b464d,Quarterdeck,VA,4.4
0x88c354a3034cb255:0x3e8cae167458f7e4,Olde World Restaurant,FL,4.3
0x88c35a3246d56d2f:0x47a156a8bda5de88,Bonefish Grill,FL,4.2
0x88c2f7285edcde81:0x5330282a7b96fc7a,SEA-GUINI,FL,4.6
0x8890966585e36d3f:0x131d47c2c60a8d31,Gulf Coast Seafood Market and Restaurant,FL,4.5
0x885833b58887c9d7:0x4a0349f6eac30e1c,Michael's Cajun Seafood & Wings,SC,4.3
0x88f6f270fd1d595f:0x48ba3275caaee2eb,Linger Longer Steakhouse,GA,4.6
0x89b44dd9a93f8699:0x3b36ee011e635c88,Mok-N-She's,VA,4.5
0x88de11527f8c59c5:0xf70c22f8fbfd3b90,Hog snappers,FL,5.0
0x89c8127eaf96fba9:0x5ec6c0a984e72327,Dutch Harbor Seafood,MD,4.9
0x8890c5e78da67f03:0x78f1444714053a37,Paradise Bar & Grill,FL,4.6
0x88dd841f3eb7ff9f:0xcc9b0e0482e18e17,Popeyes Louisiana Kitchen,FL,3.6
0x88c2fc47a68f1a2d:0x294e4adfef912193,Off The Hook Beach Bistro,FL,4.6
0x88568945f5b08b35:0x541ad7379a6e078a,Fiery crab Juicy Seafood,SC,4.3
0x88ec0166110950bd:0x619a72cfc30f3754,Revells Seafoods,FL,4.5
0x88c291e89165e399:0xca3fcc4ab5fe5eb6,The Fish Guy,FL,4.5
0x88e5c53ec1f9e113:0x8550f87f829a62a8,Shoreline Seafood Shack,FL,3.8
0x88f4fa2e5da40691:0xd9aa7b2a3a40b562,Savannah Seafood,GA,3.9
0x89b849f8f96d64d1:0x99debf512ac8e196,Rock Lobstah's Groove City Arcade Bar,MD,5.0
0x88f4e746833c66d1:0x1db178eeac7cbfe2,Mr Krabs Hut,GA,4.0
0x88fe78f66bcaa55d:0xca5ed4f682b2ae7,Brick House Kitchen,SC,4.2
0x88938ebcf956404d:0xa1d864bde4fc041a,Roselie Dining and Seafood Bar,FL,4.3
0x89aad57ab26b0139:0x97912214f0c1dd49,Mom's Fish & Fry Seafood Restaurant,NC,4.3
