nombre_restaurant,gmap_id,estado
Crabby J Seafood Markerts,0x89c7e3e2d730f259:0x744d812e45301c16,MD
Restaurant,0x88d9c74acb1b8429:0x34c1dcec8db10ebb,FL
Asian Seafood,0x8890bf47a6991f75:0x84d1cdec7288a3d7,FL
BOHO World Cuisine and Entertainment,0x88d9020de08de05d:0xe3f1c85698481dfa,FL
Red Harbor Seafood N' Chicken,0x89b117f70efa093b:0xd576a2d6b48edced,VA
Horrizons,0x8900aba7b510888d:0xa6aed63f750c3128,NC
Popeyes Louisiana Kitchen,0x8856c9254902ee11:0xfee22c706486055,NC
shell shack,0x88c2f31f4efe6f51:0xeeab526e30daf283,FL
Casa Del Mar Cevicheria Ecuatoriana,0x88dd842694b5809d:0x9b1a71174262c2b5,FL
Crab Island Flagler,0x88e6c061454891f9:0x4261afe4f6214e39,FL
13 | EVEN,0x88d9019faf7c1253:0x3dd08333301cdff1,FL
OCC Road House & Museum,0x88c2e5c351d6a07f:0xf1f07247efd430ad,FL
RickDaddy's Eatin' Fresh,0x88c2f98069e1ef09:0x7545841131bae297,FL
Fisherman's Net,0x88e6c0648b1368a1:0x7d15df2c3b303e25,FL
Captain Billy's Seafood,0x89b5ac74feac02bb:0xca2b97ed6d370e2d,VA
Sawyer's On The Boulevard,0x88fe716d5c8d67db:0x11514c8501af09f5,SC
Capt Marcos Cuban Seafood and More,0x88dae232ba6cc6ff:0xaf234870ea8f3759,FL
Riviera Mediterranean Grille,0x88c33986c59ed423:0xda48455b992750db,FL
Freeland Crab and Seafood,0x89c86f33f18901f3:0x3c29614f77b27b72,MD
Popeyes Louisiana Kitchen,0x88fa61d86cb143cd:0xe1e3e056e1a953a8,GA
The Badie Seafood and Grill,0x88d8d5027284d0c3:0x74e760edbdda8659,FL
Captain Crab,0x89b492b0bc02abb3:0x132209587b38c9ad,VA
Fish Bone Collection ® Apparel,0x88def17279d3915f:0xffafc00c71a221d4,FL
Drew's Crab Shack,0x89c7e658ec7b18b3:0x4bdc76071a47ebef,MD
Gassetts Gyro & Seafood,0x88c2c5e1d68d2d6f:0x1b2345c1c0bb7958,FL
Guang Hua Chinese Restaurant,0x88f9ce3f65893b1d:0xd22e6c95c8e27649,GA
Orlando Fried Chicken,0x88e779dda499714f:0xb1bb41bd95fda834,FL
Seafood & More,0x8852b3605ae9f0c7:0x117304c68416409c,VA
Masala Tandoor - Indo American Cuisine,0x88ecf5ada79d123f:0x611fb8fc8ef93e1c,FL
Carrabba's Italian Grill,0x88e5b4ecbed69bb1:0xbab563a18183c39,FL
The Seafood Dive,0x88c2cdcc7aa50869:0xfc3f8d09db048763,FL
Momma Shay's Kitchen,0x88f6c7e93f1c7fd3:0x20465a9b21208ace,GA
Captain D's,0x88e6654484a0a57d:0x8654d158a7c8b18c,FL
Islas Moradas,0x88d739ca5b8bce1d:0x72b8ef36fca37665,FL
Big Daddy's Roadhouse Grill,0x890069bff3b91dbd:0x63701c47812b594d,SC
Crafty Crab Hanover,0x89b7e32bcdbcdfd9:0x80f9706558980ff6,MD
Underground Burritos,0x88fb89308a66823b:0xcc09f4d25833a306,SC
Old School House Restaurant,0x89b35d9a88d97d79:0x78681b28056f1521,VA
Reef Cakes,0x88c34166fe2bc94d:0x9bdf23fb3c4ff855,FL
Seafood restaurant,0x88f5232ba2db86ef:0xb876e33a015bfe3f,GA
Perfect Pollo,0x89b13dbf9179777b:0xe3c75100e7654d2b,VA
SunQuest Cruises SOLARIS Dining and Entertainment Yacht,0x88915bfa5831d93b:0xeb33ff4986947e65,FL
The Sea,0x88c2c3766efd92a3:0xdd6f1670e0827377,FL
Jazzy's Kitchen and Catering LLC,0x88fb7793e82dffa7:0x1029544cfaa39e1d,GA
Notcho Momma's Food,0x88e77ba18a424ed1:0xf17ed7cb2ee032bb,FL
West End Grille,0x88ece871d06b6e7b:0x62b8d0b8cc764663,FL
The Kingstide,0x88fe6f60a0d01653:0x87f0338beb494190,SC
The Islander,0x88fe6ff13de843eb:0x189a4bcb13484469,SC
Turbeville Seafood Market And Restaurant,0x88ff9a91e93f6cd1:0x194570239030e374,SC
Brawy Seafood,0x88d9a66dfcc49c81:0xcd2529222f34142e,FL
Carrabba's Italian Grill,0x88531cf57b67cdcd:0x7b93dea476688bf7,NC
Over the Waterfront,0x88db34e86aaaaaab:0x7e9b19fdc3fceae,FL
Reef 118 Oceanfront Restaurant,0x89b8d41933e89ff7:0xe3320602b14833a9,MD
No 1 Taste III,0x89c81ccf53f4084b:0x69f15804f4f71e41,MD
Chicken Shack,0x89b1112741efcfad:0xb41fe7da8a024784,VA
Yami Crab & Bar,0x88d909e302dc3c0f:0xb6dfefa92d7d67d6,FL
Legal Sea Foods,0x88d91e7bcdb33c35:0xfe11273eabac781,FL
Heart & Soul Seafood Cafe,0x89003f561a6b2e5f:0x61f9eee27ccac263,SC
"Pier 36 Fish Camp, Seafood,Oyster, Tapas,Bar & Grill",0x88e76e398b6fffff:0xf7448e8455dd4a1a,FL
Woodpoint Seafood Grille,0x89c992ac66ec7287:0x6ba7abfb8c437e81,MD
Stonewood Grill & Tavern,0x88e449dab96a3a45:0x1ce10aab18d3c00d,FL
Cajun Seafood & Grill,0x885319cbcf4a720b:0xc588de36626db026,NC
Fish Market & Restaurant,0x88d9b8253215cb3b:0xf5b65c1df710207f,FL
Vince's Crabhouse of Manchester,0x89c843cfc675416d:0x46cc18f560ead3eb,MD
Harrison's Eastern Shore,0x89b83c770d36bf23:0x8a36aff7d99010a6,MD
Red Hot & Blue,0x89b642cece0137f7:0xb5f1e3e7e043b1c4,VA
Marshall's,0x89b791cd38fbe303:0x9d8933d3f7a3feab,MD
Crafty Crab - Sunset,0x88d9c19b172c8b6b:0xce2f31b1e5f765fb,FL
Monae's Caf'e,0x8856a3ac0685390b:0xac900e1a57942828,NC
Riverside Taco Company,0x89b7b136a6c49121:0x8e76b87a5b57a8de,VA
Barnacle Bill's,0x88ecf59175787047:0x85b612c471b909ef,FL
Calico Jack's,0x88ec5f3250585fb1:0x5f6f613d1fe01a20,FL
Downunder Crab Shack LLC,0x88ece8706de43d95:0xbbf77862e8980dfc,FL
Ceviche Co. Xpress,0x88f5bd69e8256e31:0x425c9ca7a2250bec,GA
Artisan Beach House,0x88d9ad66d5c8e225:0x43f09779f58d73ef,FL
Primo Prime,0x88569fe996fa9bd7:0x1c6337037bf05541,NC
Signals Caribbean Grille,0x89c799f9cfbed9a3:0x5b009b1e796240ec,MD
Marlin & Ray's,0x88f5b288efe0cb27:0x64dcafc980fe7a19,GA
Popeyes Louisiana Kitchen,0x88f541b85c9b7f0d:0x8f86ae22eb694089,GA
Route 12 Steak & Seafood,0x89a52ed0bcc4b785:0x7855b8d36c3f5e2f,NC
Ram Cat Social House,0x8858f4e115347a91:0xe73f31f8999539c9,SC
The Grille at Bellalago,0x88dd9c8fe5c25f39:0x1fc6bd1f340ed078,FL
Boss Cow Oyster Bar,0x88d9b747b4445ead:0x8d7357cb9999d4de,FL
Elliott’s Seafood,0x89b9278d59b5a7df:0x5c51e4cb79fd6ddd,MD
A & T's Breakfast Café,0x88847e29c27fd8f3:0x9816712960e03b1f,GA
Q's Seafood,0x88f5b9a3d314c7e5:0x762b5db5e6b2a997,GA
KayDeAeis,0x88ff6620bde7e2bb:0xd42d0961de311d47,SC
R&B Seafood Box,0x89ace380676a0447:0x1c76cee43d14156a,NC
Malula wings seafood subs salad,0x88e5b510280178e5:0xed333707709151e6,FL
Bluwave Lobster House,0x88db399a9ef876d9:0xd5f0e61569dee7d,FL
The Squeeze Steak and Seafood,0x89a9f8f06323ffff:0xd386c94abad4178d,NC
PokeOno,0x89c8032b35aba6e3:0x55e75247ee59e0ae,MD
A Salt Shack,0x89b903779bea99a9:0xe5d3d5890678b0a0,MD
Lighthouse Seafood,0x88f66cbede149b81:0xaa7abd4290878e24,GA
The original Tunis seafood & chicken,0x88e5b03a643f8eef:0x98d0e1bd1841d03e,FL
Popeyes Louisiana Kitchen,0x89b7f7ad2d2c9be5:0x6ceafb906896d42b,MD
Coast Seafood & Raw Bar,0x88f5058f4afda987:0x7a206029a71a76bf,GA
A&M SEAFOOD AND MORE,0x88c2e3c0514fd137:0x472fc6e9a0198bbb,FL
Jelly's Beach Barbecue - BBQ,0x8890c5323b8b895d:0xf14ae5a0d07b1b44,FL
Soul Delishaus,0x89c8077ca87d063b:0x5056c8086bb4b1de,MD
Social House,0x884d9574d0bc83dd:0xa63dad025c79a6e7,VA
Bernice's Best Fish And Foods,0x88f836617004a93b:0x70612e6a59496a16,SC
Okeechobee Prime Seafood,0x88d929792cd91ed5:0x66b418b2978c1bb8,FL
Popeyes Louisiana Kitchen,0x89b7cf1de0cb1abd:0xae071b39d95756aa,MD
B&B seafood,0x88ec85cd859cae37:0x10f1781de8d714ae,FL
Jamerican Cuisine,0x88d8df2617ce208b:0xb9cdf06da7ffab96,FL
Chart House - CLOSED,0x88d901fc0a22b5c9:0x40ed8b776d11df2c,FL
Something Fishy - Altamonte Springs,0x88e77171a6e55555:0x9c4ed2d66624865a,FL
Pappas Sports Bar Inner Harbor,0x89c8035fbb8b61d3:0x4eb440f063d9dfd8,MD
Bourbon Boulevard Chantilly,0x89b6454cf7ffe4d7:0x1655901957b7a4be,VA
Truluck's,0x88d8e21ce973d9fb:0x531eb8d51a945052,FL
The Fantastic Crab Shack,0x88c2e2223be84d77:0xe15c164c11bbb045,FL
Coleman's Original Calabash,0x890086aaafcfe5e5:0x8b8a350851ce6ad4,NC
Marie's Bistro,0x8893e3a42ab1b64f:0xab3f5dcf271ba26c,FL
Rusty Fox,0x88e78e83a53f9c31:0xf1b9088a9c968e69,FL
SeaSide Thai and French Restaurant,0x89b73d821b61f275:0xfd633f209492cc57,VA
Ocean Bay Seafood,0x89aeb5f0759986ed:0xd0f82647469ea4fa,NC
Super Yum Crab Shack (Columbus),0x888cd311f3c118ed:0x5fd78bf8114568bb,GA
Cousins Maine Lobster,0x88f515560bea2897:0x48396f45fe53e578,GA
Balao - Fresh Seafood & Cocktail Bar,0x88fe7a0c5c9eca0b:0x165269e8ae6ac641,SC
Sports Page Bar & Grill,0x88d8d5d3741a778d:0xc89bfcd1c6852e34,FL
The Oar House and Oyster Bar,0x8893dd642882119b:0x6e78f6f0eb1e6acd,FL
Poseidon Sushi And Seafood Restaurant,0x88d9ace0ae09045d:0x119e844b3b970b8b,FL
The Colonnade Restaurant,0x88c2c34c0829a25d:0xd2426563688a3dea,FL
Jazzy's Seafood,0x89b7d33ccbbd9261:0x1216f9e9d56ccf3c,MD
Holton's Seafood Restaurant,0x88fb199d3d3373a5:0xe398252e29cc9713,GA
La Marea,0x88d9b4919310d553:0x46d2d3e4c19b829f,FL
1635 On The Avenue,0x88fc0ccf3c3afce7:0xc4e8db484b227bd4,SC
Bongo's Bar and Grill,0x88db3bee24ad05c5:0x8c372e85ba6e9776,FL
Lil Mike's Catering and Family Restaurant,0x88f02b93831c1a99:0xa7d58e331ff6cbf9,GA
Benzino's Crab Trap,0x88f51199f7a46751:0x14c79a8f481d534,GA
Brooks Dockside Seafood,0x88e845efdf76c9dd:0x7bc4c5e3ae845d76,FL
Seafood Carry-Out,0x89a91069fade3e51:0x3021d257cd7c508e,NC
Bonefish Grill,0x88938eceb48366b3:0x2fcf32aa49b607a4,FL
S&W Seafood,0x88f59f554a7ea097:0x734675061dc25b4b,GA
Lombardi's Seafood Café,0x88e7707a5065ec53:0x2254b4b5aca88181,FL
Four Seasons Restaurant,0x8900635edf717e7b:0xdaeb6e738ec369ac,SC
Happy Crab,0x88c2c054886eb971:0x2b4daac055b79bb5,FL
Cody's Original Roadhouse,0x88ec5f24909b899f:0xc57a68f19a03bff6,FL
Island Grille,0x88c2f731212d8a61:0xf901496851955498,FL
The Captain Ship Seafood Market and Eatery,0x88dd344f1eb344e7:0x8d683ae6efcbbec,FL
Cape Codder,0x88de1ceb2058d387:0x2fa2b37d06aaaf30,FL
Ameen fish and wings,0x88f457790067a767:0x9548d563fb258b62,GA
R & B Chicken and Seafood,0x89b655f1b59bfe77:0xaaf5dd7f8e8bc001,VA
Popeyes Louisiana Kitchen,0x885689be85429587:0x8f1d18b621aebcfb,SC
Zeafood Time,0x88f3ff2f49ee02c9:0x541df2c4e649b5b7,GA
The Golden Bite,0x88f4e73a434769a9:0x89bedddb5a515d95,GA
Spoto's Oyster Bar - Stuart,0x88dedd5d7656e3ad:0xc23900e3abe050a6,FL
Myers Seafood and Market,0x89c8342ee4152537:0x4d3b18ee785c0ea2,MD
Crab Du Jour Xpress,0x89c7e9aa5e4128bf:0x750f6775fe5bc5e0,MD
COLIN'S SEAFOOD AND GRILL,0x89c80f7d373aaaab:0x524d3c983780fdd,MD
Starfish Restaurant & Bar,0x8854b1ad3ec3f4ad:0x968ecbbbe9884a31,NC
Chanson Restaurant,0x88d8e2609f8446ef:0xfd29dce3da8a14ef,FL
Captain Pat’s Seafood,0x89b75f0fbbaddab7:0x9f4449d5bb1b193b,MD
Edge Hotel Clearwater Beach,0x88c2f747e970185b:0x7bfa3cd60ffe2856,FL
Cedar River Seafood,0x88e60f316393ec6d:0x1dea41c4c6963e90,FL
145F SEAFOOD BOIL,0x88e5b598b0edffff:0x5979d1b6ef31a8a7,FL
Not Just Crab,0x89c819fb742bd16f:0xc43266b4abc19400,MD
Tightwork Soul & Seafood Grill,0x88d9b147a83dffe3:0x35de37369f0770a1,FL
The Crab House International Winter Haven,0x88dd136cf9fdebf1:0xb132210b99cd7345,FL
Golden China Buffet,0x88d9b0f0aae3111b:0x4d7e119a8f4452a4,FL
spicy & juicy crawfish,0x88e449106e988b39:0x4934a2cd317480e6,FL
Polo Crab House LLC,0x88c33d93e81c6135:0xc35f09a33d24e59a,FL
Ice Crab House,0x88e5c761575fecef:0xb6a1f9dfc4bc8895,FL
Catfish Feastival,0x885802f709055555:0x543bf3f8c801cd82,SC
Ario,0x88daee5c01c3a1cb:0x404bc6e3ef7b690,FL
Buckhead Grill,0x88f589da1824fd6d:0xbf153649997d4d63,GA
Popeyes Louisiana Kitchen,0x88f5a9129f38ce4b:0x6deda31b9ced4b0f,GA
Shuckers Oyster Bar & Grill,0x89a98caebedbd737:0x6ca60e6db15f0cc9,NC
The Twisted Crab Edison -Seafood&Bar,0x88db411a155462af:0x56235ce50e1a30fc,FL
Vernon & Steve Crabs,0x89b6f88e2b3fea1d:0x5088236704964cb4,VA
Drop Anchor Grill,0x88ec5f8f0775c7f1:0x18a7d9390bae99a0,FL
Stefano's Italian Grill,0x88e77f0a1eb07ee9:0xaadb1c5387bd2f7a,FL
Prime Time Chicken n Fish,0x88f5ad75025404c5:0x40fa4d470fe35774,GA
Steamers Island Grill & Bar,0x89b719808e5b757b:0xba6075016a237eff,VA
"Red Hot & Blue - Kingstowne, VA",0x89b7ad1c0273a315:0x60bae67e17434f8c,VA
Red Hot & Blue - Winston-Salem,0x8853ade16560d3b1:0xfd442ac104ae5eb0,NC
Rock & Toss Crab House - Waldorf,0x89b7a156152f149b:0x4a4268f610ccb721,MD
The Fishing Hole,0x8890c6f0d5654e79:0x2685dce24293548c,FL
Joe's Crab Shack,0x89ba980bbc5ec4a9:0xb7002553d5a0363e,VA
2 J's BBQ & Seafood,0x89b901811bbcfd2f:0x9dbce6f9819cc32c,MD
Kutty's Restaurant,0x88c33fb8f770ffff:0x80ed9325a1a15f19,FL
Caribbean Cove Restaurant & Lounge,0x88de01e25bf7991d:0x53f0958152456f1d,FL
Fish & Chicken Corner,0x88541fd6acf54add:0x514c88b53759426b,NC
I N K A N T O Authentic Peruvian Cuisine,0x88c341b031c37c81:0xf9b9895b4ed5682,FL
Majestics BBQ & Seafood,0x88f5a9aa6ae9331f:0x640c5a06c9e39d94,GA
Acquapazza Ristorante,0x88d0cd4dd99a3b1b:0xa678aac19e8992b,FL
Chicken and Seafood Mart,0x88f4fa3f4fe6148d:0xf25ec97fb7b8cdcf,GA
New York Fried Chicken,0x89c81baef45ade0d:0x8e7b0f1135bfac1,MD
Coast,0x88e455c8b8a36f2b:0xec548799c27c034a,FL
Otani Japanese Steakhouse now Kuktop Grill,0x89baebcae95d1d07:0x4f053bb6df55336,VA
Full Circle Crab Company,0x89a570c109d37979:0x2bc2203b0b7b9dbf,NC
Seafood Kitchen,0x89ba83a02e94057d:0xc817cbdf14f7cc5,VA
CALIFORNIAS TEX MEX,0x89c9ed551da99da7:0x1fb83a0553f44cb7,MD
L&E Fine Cooking,0x88d8d7800bde2e2f:0x40dcf85b1ad210c9,FL
Suki's Seafood & Grill,0x88d9b1f7c8c7c659:0x4ace3fdf7005c2ab,FL
Four Guys Ố́c Lẩu Quán Atlanta,0x88f5a358d500d79d:0x4b15755224a8aa1f,GA
Londons Seafood Place,0x88e5c7710a8c44b7:0x79f337fe201bf713,FL
Liberty Seafood Buffet,0x890069ae7ae5c133:0xc9b56a818d9f4bf,SC
Log Cabin Restaurant,0x89ab02fd8ef8fc1b:0x1cb2e27527635f36,NC
Thai Moon by the Sea,0x88d903f0093dd03f:0x3e003aed3f263d56,FL
Harbortown Marina - Canaveral,0x88e0a8f0bbad8581:0x14a508e8fe4580e6,FL
Marley's Café & Lounge,0x89ab6b9805780779:0xcc24f4dc35af7a3b,NC
The Lobster Pot Bistro,0x88c2f72b64eff7eb:0xd3700bb105edcbb2,FL
Johnny's Seafood,0x89a958fee83efed9:0x3d5401ac757fc610,NC
Cameron's Mobile Seafood - Arundel Mills,0x89b7e3e3cef72153:0xc4646d80bb0c5164,MD
Everglades Seafood Depot,0x88da5c61ce82c10b:0x8daff96e00e6bfe2,FL
Long John Silver's,0x89b7bf93648d353b:0x679f84386a509698,MD
Oasis Cay,0x88d0d1348b405f27:0x3b8d4464854d87da,FL
SEABAR Modern Pacific Fare,0x88c341197b1ec465:0x7cbd1a42ef62558,FL
Farrell's Seafood,0x89b70d0270a0b5d1:0x2f190e1614cddc9,MD
Louisiana Crab Shack Alpharetta,0x88f59f17316d98ff:0x98e7d3e1eee37613,GA
First Crazy Fish,0x88d9a9a177ed2ed5:0xf2ef1dabdae09304,FL
Ceviche Bowl,0x88d9c146054ecf55:0x93d1e54f38bb5374,FL
Skrimp Shack,0x89b4771350a29f09:0x9c5b71cf47c2ce36,VA
Inlet 790 Grill & Bar,0x89a9a6388d91748d:0x40f8e0f769f3a5ca,NC
Bonefish Grill,0x89b7f6cfaa6d63e5:0x15477bf938298860,MD
Saka Mori Japanese Fusion,0x88d9ad58be954c2d:0x7b1391cc97419585,FL
Creekside Southern Grill Seafood Restaurant & Steakhouse,0x8890df0cf26a99e5:0xb134621194677cb7,FL
Kevin's Crab Shack,0x88c317e60796f9f1:0x1e7211ce04af53eb,FL
Long John Silver's,0x89b00ee325f4c6af:0x4fea688efff6907f,VA
La Finca Mexican Grill,0x88dd81ca7790213b:0xe2fde60b067b030c,FL
Calvert's Restaurant,0x88f9cd8555ad589b:0xa0d10e6f7bbf4ee6,GA
Escobar's Mexican Restaurant,0x88e5c51d09fad029:0xa9cb0616dd567d12,FL
Sandhills Seafood,0x889399320a120931:0x2954a2b42486a6a3,FL
Popeyes Louisiana Kitchen,0x88f5ef9d7eca4941:0xd9c6750f0143f078,GA
The frozen palm tree,0x8858c71980e65ab3:0xd0e48e7371b4448f,GA
Gene's Seafood Restaurant,0x88e44acd4d87763d:0x3d4430ffed86ca7c,FL
Red Lobster,0x88e77850e0bdb251:0x4d367217c5112cf8,FL
Captain D's,0x89bac009c5f8e069:0xbebc187e71e2635d,VA
Kajun Seafood,0x885f7dbadd61de17:0x172d71a36a693f54,GA
Mex 1 Coastal Cantina,0x88fe7151131ff4c7:0xe66f5466c208a053,SC
Red Lobster,0x88dae1e7902caf27:0x515c8ae6571aec6,FL
Crab Shack on the James,0x89b077e200b8d757:0xa34408610ee94f40,VA
Crab Man Seafood,0x88f8bd0ef8b6fa65:0x83978f789c9188b8,SC
Caretta on the Gulf,0x88c2f6d18d074e75:0x92851229c38ee622,FL
Poppy's The Crazy Lobster Bar & Grill,0x8891414e0a4a1543:0x93deb4bb8994ec87,FL
Ocean Prime,0x88f505f3e5058edf:0xed8139ad58467e97,GA
Caribbean Flair International Grill restaurant,0x88db3c72e56345ad:0xa0d972aea6d6de5b,FL
Dixie's Fish & Chicken,0x88513438ab891da5:0x9cad658804608971,NC
K2 Restaurant and Lounge,0x89b655ee3c41955d:0xb35ac21b78c925d0,VA
The Corner Stable,0x89c80df9ef29ffb3:0x7eab69968548e1e2,MD
Salerno's Restaurant & Catering,0x89c824d396b8fd6b:0x4bfcdbeb92f5de25,MD
Chuck's Fish Athens,0x88f66d9c5322805f:0xd8235a3cbd97e6d5,GA
Popeyes Louisiana Kitchen,0x89b7b3fcab424e3b:0x3e3a322411dadba8,VA
Red Lobster,0x89baa04d329b3027:0xaa43a8a533700685,VA
Anchor Seafood Grill & Oyster Bar,0x89ba9f7bb942b63f:0x872c794d02fe58b1,VA
Parish On Cherry,0x88f3fe7b6ecf549d:0xc18da7f6979704e1,GA
Quarterdeck,0x89b7b6f5b1ee2249:0x7a0fa97db30b464d,VA
Olde World Restaurant,0x88c354a3034cb255:0x3e8cae167458f7e4,FL
Bonefish Grill,0x88c35a3246d56d2f:0x47a156a8bda5de88,FL
SEA-GUINI,0x88c2f7285edcde81:0x5330282a7b96fc7a,FL
Gulf Coast Seafood Market and Restaurant,0x8890966585e36d3f:0x131d47c2c60a8d31,FL
Michael's Cajun Seafood & Wings,0x885833b58887c9d7:0x4a0349f6eac30e1c,SC
Linger Longer Steakhouse,0x88f6f270fd1d595f:0x48ba3275caaee2eb,GA
Mok-N-She's,0x89b44dd9a93f8699:0x3b36ee011e635c88,VA
Hog snappers,0x88de11527f8c59c5:0xf70c22f8fbfd3b90,FL
Dutch Harbor Seafood,0x89c8127eaf96fba9:0x5ec6c0a984e72327,MD
Paradise Bar & Grill,0x8890c5e78da67f03:0x78f1444714053a37,FL
Popeyes Louisiana Kitchen,0x88dd841f3eb7ff9f:0xcc9b0e0482e18e17,FL
Off The Hook Beach Bistro,0x88c2fc47a68f1a2d:0x294e4adfef912193,FL
Fiery crab Juicy Seafood,0x88568945f5b08b35:0x541ad7379a6e078a,SC
Revells Seafoods,0x88ec0166110950bd:0x619a72cfc30f3754,FL
The Fish Guy,0x88c291e89165e399:0xca3fcc4ab5fe5eb6,FL
Shoreline Seafood Shack,0x88e5c53ec1f9e113:0x8550f87f829a62a8,FL
Savannah Seafood,0x88f4fa2e5da40691:0xd9aa7b2a3a40b562,GA
Rock Lobstah's Groove City Arcade Bar,0x89b849f8f96d64d1:0x99debf512ac8e196,MD
Mr Krabs Hut,0x88f4e746833c66d1:0x1db178eeac7cbfe2,GA
Brick House Kitchen,0x88fe78f66bcaa55d:0xca5ed4f682b2ae7,SC
Roselie Dining and Seafood Bar,0x88938ebcf956404d:0xa1d864bde4fc041a,FL
Mom's Fish & Fry Seafood Restaurant,0x89aad57ab26b0139:0x97912214f0c1dd49,NC
Wangz Bar & Grill,0x89ab31dca0d87ccf:0x742a7030b9916a1d,NC
Leo's Subs Crabs & Chicken,0x89b8d3f97118879b:0x5fe113f0bdb57384,MD
Seafoodie,0x8854dd05431157a5:0xeeda185eb3b3b9b4,NC
Old Florida Fish House,0x8893ef8a365adb65:0x97df98dff15fdbac,FL
S and C Seafood,0x89b77d86a73bc01f:0xe79e0a07bc38413d,MD
Hook & Anchor Family Seafood,0x8850b2e203b67a97:0x875321683835f699,NC
Ballyhoo's Island Grill,0x89a8faed0e6c354d:0x990c3396e3d3f0a3,NC
America's Best Wings,0x89b7c09c34aa9b95:0x20088c723b2d97f8,MD
The Capital Grille,0x89c803629c02a719:0x3fbd6cd654478f38,MD
Hooters,0x88dd86c55fef7853:0x53627eba8a12a839,FL
Marina Cafe,0x88914155bd39c7a1:0xb7277935b874a699,FL
Riverside Express Seafood,0x88dd39d4b020c367:0x792689e9ebf62fe9,FL
The Pickled Parrot Island Grill,0x88db46c2f8eda79f:0x12388b9257cd3ee,FL
Sarah K's Gourmet,0x8891435669050c33:0xb576eff4e3560b1a,FL
Fishnet,0x89c805db1061cd3f:0x26153816f39bb0a5,MD
Roy's Kitchen & Patio,0x88541ff6bee0d0f5:0xf2b3adbb67525e86,NC
The Barn,0x88f5a495623a34d5:0x244f19115028e414,GA
Café de Marco,0x88daef9f2db64d0b:0x6fe708f87ad816a9,FL
The juicy,0x88e449e05e5969fd:0x98233320503add88,FL
Jerry's Market Restaurant,0x88c2c5d5ca72c02f:0xba875d9c14a9dd46,FL
"Triple Tails Oyster Bar & Grill, Liquor & Convenient Store",0x8894eb6573a1a95f:0xc984c1110f8037c4,FL
Olive Garden Italian Restaurant,0x88dd473e41176501:0x9c4ec699dff0ec2c,FL
Hooters,0x88dd47408619323b:0x216f8c79bd2daeb,FL
Bahama Breeze,0x88fe63ed602d5bdd:0x6d4b2398518fc15b,SC
Rommy's Cuisine,0x88fe8d3a763a964b:0x5a536e65390d889b,SC
Olive Garden Italian Restaurant,0x88f5653d123754ab:0x70f62c6d2eff99fb,GA
Landing Restaurant,0x8856b2a9025071a1:0x7e8b638ffe7ddcab,NC
Embers Wood Grill,0x88e8a326aebc3283:0x8850ffd793b1509,FL
Maldini's Ristorante Italiano,0x89b112349e91e749:0xee92ec70eeb3b3a2,VA
Woody's Local Neighborhood Rum & Grille,0x88db47c8a9cfb7c3:0xc2d5f54d3a67e49b,FL
Miller's Ale House,0x8890bff6122114b1:0xc43cc4502ec61bc7,FL
Port City Seafood,0x88fe63c0c2419263:0x540283b97ea82b44,SC
Fish House Restaurant - Ft. Myers Beach,0x88db3d100117dfb5:0xfdc8be60282095dc,FL
Skrimp Shack,0x88f9cf3910aa10ab:0x4a4652e0de69567e,GA
Mariscos Las Islitas,0x88f5a6bf0f354d07:0xc10550e39ff8d2a,GA
Chicken Box Cafe,0x88541e160772f1ed:0xde067b4b52c7ae48,NC
Mullet's Fish Camp & Market,0x88c2e18601b1a787:0x9b2e8460d54f8477,FL
Big Tuna,0x88f4fb6bea74dc5d:0x579a888ec01fc519,GA
5 o'Clock Somewhere Bar and Grill,0x88d9ab3ce41ed805:0xc5cd955d985373f8,FL
The Washout,0x88fdd7c1fca1ccb3:0x660e14ffe376187a,SC
Carolina Seafood Restaurant,0x89aacab698b9e525:0xf0e1c6e89b2eb59a,SC
The Shrimper,0x88ff93421e3fe30b:0x809f8d77599061d9,SC
Crafty Crab North Monroe,0x88ecf57edca7c3d5:0x506dc0500d6b1f46,FL
Rod's Crab shack University,0x88e5b73ba332d78d:0xea816e101c7d2873,FL
Crab Du Jour Xpress Cajun Seafood,0x89ab136d7a05fb83:0xa38b210d11e435aa,NC
Doc's Crabs and Seafood,0x89b7a9c724a8a349:0x6e3b4f05804486ed,MD
Captain D's,0x885131958911d9b9:0xb06cd44bb1cbe930,NC
The Juicy Crab,0x88f4c714d423f5a5:0x93539572670e3c94,GA
Popeyes Louisiana Kitchen,0x88fb757160741065:0x4a8d917ddfd5b45f,GA
Big B's Fish Joint,0x88f50fb162aa8d5d:0xb2352961594f8360,GA
Long John Silver's,0x884535f57e447e5d:0xb4c7a3db942aa33,VA
Tarboro Seafood,0x89aef4eb857a3721:0x759b4d22993e7e22,NC
Yummi Crab Tampa,0x88c2c797db48455f:0x6ce1142212a69ca8,FL
"VFW Post Beverly Hills,FL",0x88e872100ba2eb7f:0x715eadb3b087cae,FL
Hank's Lowcountry Café,0x88fc0d506003438d:0xf466daf5ef728279,SC
Yosi Japanese Seafood & Steak House,0x88f45bec60e484ab:0xf39e9718e26a2828,GA
Rubio's Coastal Grill,0x88d9ad973484b32d:0x94867655f6f4cf53,FL
"Fry Daze - Seafood, Wings, & Subs",0x88e62d655914becd:0x4a294ab3a572d338,FL
